Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170312507001,Block Group 1; Census Tract 2507; Cook County; Illinois,242900,73354
1500000US170312507002,Block Group 2; Census Tract 2507; Cook County; Illinois,-,**
1500000US170312507003,Block Group 3; Census Tract 2507; Cook County; Illinois,-,**
1500000US170312507004,Block Group 4; Census Tract 2507; Cook County; Illinois,256200,184620
1500000US170312507005,Block Group 5; Census Tract 2507; Cook County; Illinois,203400,78118
1500000US170312508001,Block Group 1; Census Tract 2508; Cook County; Illinois,287800,36883
1500000US170312508002,Block Group 2; Census Tract 2508; Cook County; Illinois,233600,60857
1500000US170312510001,Block Group 1; Census Tract 2510; Cook County; Illinois,255600,47522
1500000US170312511001,Block Group 1; Census Tract 2511; Cook County; Illinois,321200,105151
1500000US170312511002,Block Group 2; Census Tract 2511; Cook County; Illinois,-,**
1500000US170312511003,Block Group 3; Census Tract 2511; Cook County; Illinois,235700,76330
1500000US170312511004,Block Group 4; Census Tract 2511; Cook County; Illinois,233500,27611
1500000US170312512001,Block Group 1; Census Tract 2512; Cook County; Illinois,233800,77385
1500000US170312512002,Block Group 2; Census Tract 2512; Cook County; Illinois,-,**
1500000US170312512003,Block Group 3; Census Tract 2512; Cook County; Illinois,216500,117963
1500000US170312512004,Block Group 4; Census Tract 2512; Cook County; Illinois,257600,96550
1500000US170312513001,Block Group 1; Census Tract 2513; Cook County; Illinois,278400,167869
1500000US170312513002,Block Group 2; Census Tract 2513; Cook County; Illinois,270800,16870
1500000US170312513003,Block Group 3; Census Tract 2513; Cook County; Illinois,235600,228658
1500000US170312513004,Block Group 4; Census Tract 2513; Cook County; Illinois,230500,64354
1500000US170312513005,Block Group 5; Census Tract 2513; Cook County; Illinois,289500,85404
1500000US170312514001,Block Group 1; Census Tract 2514; Cook County; Illinois,-,**
1500000US170312514002,Block Group 2; Census Tract 2514; Cook County; Illinois,-,**
1500000US170312514003,Block Group 3; Census Tract 2514; Cook County; Illinois,272000,24336
1500000US170312514004,Block Group 4; Census Tract 2514; Cook County; Illinois,348900,71597
1500000US170312515001,Block Group 1; Census Tract 2515; Cook County; Illinois,-,**
1500000US170312515002,Block Group 2; Census Tract 2515; Cook County; Illinois,261500,96839
1500000US170312515003,Block Group 3; Census Tract 2515; Cook County; Illinois,-,**
1500000US170312515004,Block Group 4; Census Tract 2515; Cook County; Illinois,224800,19496
1500000US170312516001,Block Group 1; Census Tract 2516; Cook County; Illinois,171900,28531
1500000US170312516002,Block Group 2; Census Tract 2516; Cook County; Illinois,160200,33250
1500000US170312516003,Block Group 3; Census Tract 2516; Cook County; Illinois,224800,25698
1500000US170312517001,Block Group 1; Census Tract 2517; Cook County; Illinois,222600,61275
1500000US170312518001,Block Group 1; Census Tract 2518; Cook County; Illinois,-,**
1500000US170312518002,Block Group 2; Census Tract 2518; Cook County; Illinois,251100,59646
1500000US170312518003,Block Group 3; Census Tract 2518; Cook County; Illinois,277700,38078
1500000US170312518004,Block Group 4; Census Tract 2518; Cook County; Illinois,-,**
1500000US170312518005,Block Group 5; Census Tract 2518; Cook County; Illinois,295200,49236
1500000US170312519001,Block Group 1; Census Tract 2519; Cook County; Illinois,209500,32302
1500000US170312519002,Block Group 2; Census Tract 2519; Cook County; Illinois,256000,101751
1500000US170312519003,Block Group 3; Census Tract 2519; Cook County; Illinois,-,**
1500000US170312519004,Block Group 4; Census Tract 2519; Cook County; Illinois,-,**
1500000US170312520001,Block Group 1; Census Tract 2520; Cook County; Illinois,-,**
1500000US170312520002,Block Group 2; Census Tract 2520; Cook County; Illinois,198800,192723
1500000US170312520003,Block Group 3; Census Tract 2520; Cook County; Illinois,-,**
1500000US170312520004,Block Group 4; Census Tract 2520; Cook County; Illinois,263600,191648
1500000US170312521011,Block Group 1; Census Tract 2521.01; Cook County; Illinois,244700,30630
1500000US170312521021,Block Group 1; Census Tract 2521.02; Cook County; Illinois,265100,124585
1500000US170312521022,Block Group 2; Census Tract 2521.02; Cook County; Illinois,180100,60980
1500000US170312521023,Block Group 3; Census Tract 2521.02; Cook County; Illinois,314700,85852
1500000US170312521024,Block Group 4; Census Tract 2521.02; Cook County; Illinois,-,**
1500000US170312522011,Block Group 1; Census Tract 2522.01; Cook County; Illinois,218000,210311
1500000US170312522012,Block Group 2; Census Tract 2522.01; Cook County; Illinois,-,**
1500000US170312522013,Block Group 3; Census Tract 2522.01; Cook County; Illinois,215400,54764
1500000US170312522021,Block Group 1; Census Tract 2522.02; Cook County; Illinois,262700,27149
1500000US170312522022,Block Group 2; Census Tract 2522.02; Cook County; Illinois,-,**
1500000US170312522023,Block Group 3; Census Tract 2522.02; Cook County; Illinois,225000,159588
1500000US170312522024,Block Group 4; Census Tract 2522.02; Cook County; Illinois,-,**
1500000US170312522025,Block Group 5; Census Tract 2522.02; Cook County; Illinois,308400,228390
1500000US170312601001,Block Group 1; Census Tract 2601; Cook County; Illinois,261300,26367
1500000US170312602001,Block Group 1; Census Tract 2602; Cook County; Illinois,-,**
1500000US170312603001,Block Group 1; Census Tract 2603; Cook County; Illinois,139200,9384
1500000US170312604001,Block Group 1; Census Tract 2604; Cook County; Illinois,169900,152758
1500000US170312605001,Block Group 1; Census Tract 2605; Cook County; Illinois,195600,71049
1500000US170312606001,Block Group 1; Census Tract 2606; Cook County; Illinois,165300,65348
1500000US170312606002,Block Group 2; Census Tract 2606; Cook County; Illinois,216700,53594
1500000US170312607001,Block Group 1; Census Tract 2607; Cook County; Illinois,-,**
1500000US170312607002,Block Group 2; Census Tract 2607; Cook County; Illinois,233600,34738
1500000US170312608001,Block Group 1; Census Tract 2608; Cook County; Illinois,181300,72513
1500000US170312608002,Block Group 2; Census Tract 2608; Cook County; Illinois,-,**
1500000US170312609001,Block Group 1; Census Tract 2609; Cook County; Illinois,232600,16665
1500000US170312609002,Block Group 2; Census Tract 2609; Cook County; Illinois,404800,113541
1500000US170312610001,Block Group 1; Census Tract 2610; Cook County; Illinois,176800,17466
1500000US170312610002,Block Group 2; Census Tract 2610; Cook County; Illinois,230200,17196
1500000US170312705001,Block Group 1; Census Tract 2705; Cook County; Illinois,157300,68108
1500000US170312712001,Block Group 1; Census Tract 2712; Cook County; Illinois,249300,68732
1500000US170312713001,Block Group 1; Census Tract 2713; Cook County; Illinois,405400,111644
1500000US170312714001,Block Group 1; Census Tract 2714; Cook County; Illinois,233000,35510
1500000US170312715001,Block Group 1; Census Tract 2715; Cook County; Illinois,224700,14969
1500000US170312718001,Block Group 1; Census Tract 2718; Cook County; Illinois,275000,128078
1500000US170312801001,Block Group 1; Census Tract 2801; Cook County; Illinois,551200,124765
1500000US170312801002,Block Group 2; Census Tract 2801; Cook County; Illinois,391400,55029
1500000US170312801003,Block Group 3; Census Tract 2801; Cook County; Illinois,497900,135030
1500000US170312804001,Block Group 1; Census Tract 2804; Cook County; Illinois,327300,66847
1500000US170312808001,Block Group 1; Census Tract 2808; Cook County; Illinois,310300,52876
1500000US170312809001,Block Group 1; Census Tract 2809; Cook County; Illinois,299600,60183
1500000US170312819001,Block Group 1; Census Tract 2819; Cook County; Illinois,387400,45125
1500000US170312819002,Block Group 2; Census Tract 2819; Cook County; Illinois,-,**
1500000US170312819003,Block Group 3; Census Tract 2819; Cook County; Illinois,287800,55620
1500000US170312827001,Block Group 1; Census Tract 2827; Cook County; Illinois,320100,40551
1500000US170312827002,Block Group 2; Census Tract 2827; Cook County; Illinois,293300,34165
1500000US170312828001,Block Group 1; Census Tract 2828; Cook County; Illinois,373500,96905
1500000US170312831001,Block Group 1; Census Tract 2831; Cook County; Illinois,461600,30811
1500000US170312831002,Block Group 2; Census Tract 2831; Cook County; Illinois,636400,412876
1500000US170312832001,Block Group 1; Census Tract 2832; Cook County; Illinois,426500,71099
1500000US170312838001,Block Group 1; Census Tract 2838; Cook County; Illinois,405900,170008
1500000US170312838002,Block Group 2; Census Tract 2838; Cook County; Illinois,358900,15844
1500000US170312909001,Block Group 1; Census Tract 2909; Cook County; Illinois,-,**
1500000US170312909002,Block Group 2; Census Tract 2909; Cook County; Illinois,317100,78117
1500000US170312909003,Block Group 3; Census Tract 2909; Cook County; Illinois,-,**
1500000US170312909004,Block Group 4; Census Tract 2909; Cook County; Illinois,-,**
1500000US170312912001,Block Group 1; Census Tract 2912; Cook County; Illinois,228900,17384
1500000US170312912002,Block Group 2; Census Tract 2912; Cook County; Illinois,-,**
1500000US170312916001,Block Group 1; Census Tract 2916; Cook County; Illinois,359100,102364
1500000US170312922001,Block Group 1; Census Tract 2922; Cook County; Illinois,205200,172167
1500000US170312922002,Block Group 2; Census Tract 2922; Cook County; Illinois,213300,78764
1500000US170312922003,Block Group 3; Census Tract 2922; Cook County; Illinois,-,**
1500000US170312924001,Block Group 1; Census Tract 2924; Cook County; Illinois,-,**
1500000US170312924002,Block Group 2; Census Tract 2924; Cook County; Illinois,222800,105847
1500000US170312925001,Block Group 1; Census Tract 2925; Cook County; Illinois,-,**
1500000US170312925002,Block Group 2; Census Tract 2925; Cook County; Illinois,-,**
1500000US170312925003,Block Group 3; Census Tract 2925; Cook County; Illinois,248300,87864
1500000US170313005001,Block Group 1; Census Tract 3005; Cook County; Illinois,212000,67592
1500000US170313005002,Block Group 2; Census Tract 3005; Cook County; Illinois,204900,39133
1500000US170313006001,Block Group 1; Census Tract 3006; Cook County; Illinois,325800,91497
1500000US170313006002,Block Group 2; Census Tract 3006; Cook County; Illinois,286200,69644
1500000US170313007001,Block Group 1; Census Tract 3007; Cook County; Illinois,242900,50779
1500000US170313007002,Block Group 2; Census Tract 3007; Cook County; Illinois,323400,164653
1500000US170313007003,Block Group 3; Census Tract 3007; Cook County; Illinois,360600,82515
1500000US170313008001,Block Group 1; Census Tract 3008; Cook County; Illinois,276400,80290
1500000US170313008002,Block Group 2; Census Tract 3008; Cook County; Illinois,204400,131495
1500000US170313009001,Block Group 1; Census Tract 3009; Cook County; Illinois,189900,135112
1500000US170313009002,Block Group 2; Census Tract 3009; Cook County; Illinois,"10,000-",***
1500000US170313009003,Block Group 3; Census Tract 3009; Cook County; Illinois,190000,9495
1500000US170313011001,Block Group 1; Census Tract 3011; Cook County; Illinois,232100,35709
1500000US170313011002,Block Group 2; Census Tract 3011; Cook County; Illinois,222900,93020
1500000US170313012001,Block Group 1; Census Tract 3012; Cook County; Illinois,578800,198202
1500000US170313012002,Block Group 2; Census Tract 3012; Cook County; Illinois,-,**
1500000US170313012003,Block Group 3; Census Tract 3012; Cook County; Illinois,201300,58437
1500000US170313016001,Block Group 1; Census Tract 3016; Cook County; Illinois,311500,131735
1500000US170313016002,Block Group 2; Census Tract 3016; Cook County; Illinois,189500,45039
1500000US170313017011,Block Group 1; Census Tract 3017.01; Cook County; Illinois,434200,415949
1500000US170313017012,Block Group 2; Census Tract 3017.01; Cook County; Illinois,214600,83247
1500000US170313017013,Block Group 3; Census Tract 3017.01; Cook County; Illinois,239100,43486
1500000US170313017021,Block Group 1; Census Tract 3017.02; Cook County; Illinois,325000,110958
1500000US170313017022,Block Group 2; Census Tract 3017.02; Cook County; Illinois,262900,61404
1500000US170313017023,Block Group 3; Census Tract 3017.02; Cook County; Illinois,204500,78635
1500000US170313018011,Block Group 1; Census Tract 3018.01; Cook County; Illinois,286000,43851
1500000US170313018012,Block Group 2; Census Tract 3018.01; Cook County; Illinois,228000,29499
1500000US170313018021,Block Group 1; Census Tract 3018.02; Cook County; Illinois,165800,92152
1500000US170313018022,Block Group 2; Census Tract 3018.02; Cook County; Illinois,219500,10321
1500000US170313018023,Block Group 3; Census Tract 3018.02; Cook County; Illinois,-,**
1500000US170313018031,Block Group 1; Census Tract 3018.03; Cook County; Illinois,165500,32644
1500000US170313018032,Block Group 2; Census Tract 3018.03; Cook County; Illinois,194700,114317
1500000US170313018033,Block Group 3; Census Tract 3018.03; Cook County; Illinois,190200,13184
1500000US170313102001,Block Group 1; Census Tract 3102; Cook County; Illinois,355900,43232
1500000US170313102002,Block Group 2; Census Tract 3102; Cook County; Illinois,423100,116072
1500000US170313103001,Block Group 1; Census Tract 3103; Cook County; Illinois,491400,163135
1500000US170313104001,Block Group 1; Census Tract 3104; Cook County; Illinois,390800,130461
1500000US170313105001,Block Group 1; Census Tract 3105; Cook County; Illinois,437200,146732
1500000US170313106001,Block Group 1; Census Tract 3106; Cook County; Illinois,357600,56560
1500000US170313106002,Block Group 2; Census Tract 3106; Cook County; Illinois,343500,254245
1500000US170313106003,Block Group 3; Census Tract 3106; Cook County; Illinois,334300,315836
1500000US170313107001,Block Group 1; Census Tract 3107; Cook County; Illinois,470000,310283
1500000US170313108001,Block Group 1; Census Tract 3108; Cook County; Illinois,-,**
1500000US170313108002,Block Group 2; Census Tract 3108; Cook County; Illinois,-,**
1500000US170313108003,Block Group 3; Census Tract 3108; Cook County; Illinois,287100,30580
1500000US170313109001,Block Group 1; Census Tract 3109; Cook County; Illinois,255000,93121
1500000US170313109002,Block Group 2; Census Tract 3109; Cook County; Illinois,246100,48235
1500000US170313109003,Block Group 3; Census Tract 3109; Cook County; Illinois,298600,60010
1500000US170313201011,Block Group 1; Census Tract 3201.01; Cook County; Illinois,1114800,847399
1500000US170313201012,Block Group 2; Census Tract 3201.01; Cook County; Illinois,-,**
1500000US170313201013,Block Group 3; Census Tract 3201.01; Cook County; Illinois,640100,119018
1500000US170313201014,Block Group 4; Census Tract 3201.01; Cook County; Illinois,349200,69969
1500000US170313201021,Block Group 1; Census Tract 3201.02; Cook County; Illinois,428700,32891
1500000US170313201022,Block Group 2; Census Tract 3201.02; Cook County; Illinois,-,**
1500000US170313204001,Block Group 1; Census Tract 3204; Cook County; Illinois,683000,151081
1500000US170313206001,Block Group 1; Census Tract 3206; Cook County; Illinois,562700,57826
1500000US170313206002,Block Group 2; Census Tract 3206; Cook County; Illinois,357700,45361
1500000US170313301011,Block Group 1; Census Tract 3301.01; Cook County; Illinois,465100,29130
1500000US170313301012,Block Group 2; Census Tract 3301.01; Cook County; Illinois,736000,278198
1500000US170313301021,Block Group 1; Census Tract 3301.02; Cook County; Illinois,247300,203812
1500000US170313301022,Block Group 2; Census Tract 3301.02; Cook County; Illinois,647600,145958
1500000US170313301023,Block Group 3; Census Tract 3301.02; Cook County; Illinois,375300,69263
1500000US170313301024,Block Group 4; Census Tract 3301.02; Cook County; Illinois,888300,461758
1500000US170313301031,Block Group 1; Census Tract 3301.03; Cook County; Illinois,299600,40200
1500000US170313301032,Block Group 2; Census Tract 3301.03; Cook County; Illinois,415100,63820
1500000US170313301033,Block Group 3; Census Tract 3301.03; Cook County; Illinois,385800,300427
1500000US170313302001,Block Group 1; Census Tract 3302; Cook County; Illinois,-,**
1500000US170313302002,Block Group 2; Census Tract 3302; Cook County; Illinois,593400,58386
1500000US170313403001,Block Group 1; Census Tract 3403; Cook County; Illinois,417600,47328
1500000US170313404001,Block Group 1; Census Tract 3404; Cook County; Illinois,363800,75800
1500000US170313405001,Block Group 1; Census Tract 3405; Cook County; Illinois,430300,68439
1500000US170313406001,Block Group 1; Census Tract 3406; Cook County; Illinois,-,**
1500000US170313501001,Block Group 1; Census Tract 3501; Cook County; Illinois,-,**
1500000US170313501002,Block Group 2; Census Tract 3501; Cook County; Illinois,-,**
1500000US170313504001,Block Group 1; Census Tract 3504; Cook County; Illinois,-,**
1500000US170313510001,Block Group 1; Census Tract 3510; Cook County; Illinois,415500,98542
1500000US170313510002,Block Group 2; Census Tract 3510; Cook County; Illinois,-,**
1500000US170313510003,Block Group 3; Census Tract 3510; Cook County; Illinois,238200,90099
1500000US170313511001,Block Group 1; Census Tract 3511; Cook County; Illinois,-,**
1500000US170313511002,Block Group 2; Census Tract 3511; Cook County; Illinois,-,**
1500000US170313514001,Block Group 1; Census Tract 3514; Cook County; Illinois,407700,321988
1500000US170313515001,Block Group 1; Census Tract 3515; Cook County; Illinois,-,**
1500000US170313515002,Block Group 2; Census Tract 3515; Cook County; Illinois,410000,341585
1500000US170313602001,Block Group 1; Census Tract 3602; Cook County; Illinois,-,**
1500000US170313801001,Block Group 1; Census Tract 3801; Cook County; Illinois,319500,72820
1500000US170313802001,Block Group 1; Census Tract 3802; Cook County; Illinois,192500,36051
1500000US170313806001,Block Group 1; Census Tract 3806; Cook County; Illinois,280000,17123
1500000US170313806002,Block Group 2; Census Tract 3806; Cook County; Illinois,453600,26156
1500000US170313806003,Block Group 3; Census Tract 3806; Cook County; Illinois,215700,38892
1500000US170313806004,Block Group 4; Census Tract 3806; Cook County; Illinois,-,**
1500000US170313812001,Block Group 1; Census Tract 3812; Cook County; Illinois,332300,105730
1500000US170313812002,Block Group 2; Census Tract 3812; Cook County; Illinois,370000,280181
1500000US170313814001,Block Group 1; Census Tract 3814; Cook County; Illinois,247800,30607
1500000US170313815001,Block Group 1; Census Tract 3815; Cook County; Illinois,-,**
1500000US170313817001,Block Group 1; Census Tract 3817; Cook County; Illinois,-,**
1500000US170313818001,Block Group 1; Census Tract 3818; Cook County; Illinois,403600,189853
1500000US170313818002,Block Group 2; Census Tract 3818; Cook County; Illinois,280800,42119
1500000US170313819001,Block Group 1; Census Tract 3819; Cook County; Illinois,475000,344091
1500000US170313819002,Block Group 2; Census Tract 3819; Cook County; Illinois,333600,131777
1500000US170313901001,Block Group 1; Census Tract 3901; Cook County; Illinois,463000,74314
1500000US170313902001,Block Group 1; Census Tract 3902; Cook County; Illinois,350000,160049
1500000US170313902002,Block Group 2; Census Tract 3902; Cook County; Illinois,350600,66445
1500000US170313903001,Block Group 1; Census Tract 3903; Cook County; Illinois,-,**
1500000US170313903002,Block Group 2; Census Tract 3903; Cook County; Illinois,-,**
1500000US170313904001,Block Group 1; Census Tract 3904; Cook County; Illinois,408700,390681
1500000US170313904002,Block Group 2; Census Tract 3904; Cook County; Illinois,289200,89952
1500000US170313905001,Block Group 1; Census Tract 3905; Cook County; Illinois,646300,165647
1500000US170313906001,Block Group 1; Census Tract 3906; Cook County; Illinois,465000,63232
1500000US170313906002,Block Group 2; Census Tract 3906; Cook County; Illinois,646300,130908
1500000US170313907001,Block Group 1; Census Tract 3907; Cook County; Illinois,225100,31264
1500000US170313907002,Block Group 2; Census Tract 3907; Cook County; Illinois,-,**
1500000US170313907003,Block Group 3; Census Tract 3907; Cook County; Illinois,152300,21615
1500000US170314003001,Block Group 1; Census Tract 4003; Cook County; Illinois,229300,28386
1500000US170314004001,Block Group 1; Census Tract 4004; Cook County; Illinois,-,**
1500000US170314004002,Block Group 2; Census Tract 4004; Cook County; Illinois,166100,134295
1500000US170314005001,Block Group 1; Census Tract 4005; Cook County; Illinois,-,**
1500000US170314005002,Block Group 2; Census Tract 4005; Cook County; Illinois,-,**
1500000US170314008001,Block Group 1; Census Tract 4008; Cook County; Illinois,-,**
1500000US170314008002,Block Group 2; Census Tract 4008; Cook County; Illinois,-,**
1500000US170314101001,Block Group 1; Census Tract 4101; Cook County; Illinois,-,**
1500000US170314101002,Block Group 2; Census Tract 4101; Cook County; Illinois,215600,31387
1500000US170314102001,Block Group 1; Census Tract 4102; Cook County; Illinois,269300,38323
1500000US170314105001,Block Group 1; Census Tract 4105; Cook County; Illinois,334600,244908
1500000US170314105002,Block Group 2; Census Tract 4105; Cook County; Illinois,239700,85788
1500000US170314106001,Block Group 1; Census Tract 4106; Cook County; Illinois,257500,186457
1500000US170314106002,Block Group 2; Census Tract 4106; Cook County; Illinois,-,**
1500000US170314107001,Block Group 1; Census Tract 4107; Cook County; Illinois,345400,147695
1500000US170314108001,Block Group 1; Census Tract 4108; Cook County; Illinois,421700,56077
1500000US170314108002,Block Group 2; Census Tract 4108; Cook County; Illinois,194500,51555
1500000US170314109001,Block Group 1; Census Tract 4109; Cook County; Illinois,372500,114546
1500000US170314109002,Block Group 2; Census Tract 4109; Cook County; Illinois,185000,36486
1500000US170314109003,Block Group 3; Census Tract 4109; Cook County; Illinois,327200,43348
1500000US170314110001,Block Group 1; Census Tract 4110; Cook County; Illinois,162000,37602
1500000US170314110002,Block Group 2; Census Tract 4110; Cook County; Illinois,184400,43858
1500000US170314110003,Block Group 3; Census Tract 4110; Cook County; Illinois,294000,64896
1500000US170314111001,Block Group 1; Census Tract 4111; Cook County; Illinois,510700,118215
1500000US170314111002,Block Group 2; Census Tract 4111; Cook County; Illinois,633600,223422
1500000US170314112001,Block Group 1; Census Tract 4112; Cook County; Illinois,860000,251783
1500000US170314112002,Block Group 2; Census Tract 4112; Cook County; Illinois,465600,37526
1500000US170314201001,Block Group 1; Census Tract 4201; Cook County; Illinois,426500,46398
1500000US170314202001,Block Group 1; Census Tract 4202; Cook County; Illinois,415400,203197
1500000US170314203001,Block Group 1; Census Tract 4203; Cook County; Illinois,277300,93016
1500000US170314204001,Block Group 1; Census Tract 4204; Cook County; Illinois,303400,203907
1500000US170314205001,Block Group 1; Census Tract 4205; Cook County; Illinois,415800,230379
1500000US170314205002,Block Group 2; Census Tract 4205; Cook County; Illinois,144200,104020
1500000US170314206001,Block Group 1; Census Tract 4206; Cook County; Illinois,137000,25666
1500000US170314206002,Block Group 2; Census Tract 4206; Cook County; Illinois,-,**
1500000US170314207001,Block Group 1; Census Tract 4207; Cook County; Illinois,187500,125131
1500000US170314207002,Block Group 2; Census Tract 4207; Cook County; Illinois,-,**
1500000US170314207003,Block Group 3; Census Tract 4207; Cook County; Illinois,142200,9304
1500000US170314207004,Block Group 4; Census Tract 4207; Cook County; Illinois,-,**
1500000US170314207005,Block Group 5; Census Tract 4207; Cook County; Illinois,-,**
1500000US170314208001,Block Group 1; Census Tract 4208; Cook County; Illinois,-,**
1500000US170314208002,Block Group 2; Census Tract 4208; Cook County; Illinois,144900,100400
1500000US170314212001,Block Group 1; Census Tract 4212; Cook County; Illinois,224300,41764
1500000US170314212002,Block Group 2; Census Tract 4212; Cook County; Illinois,216500,89827
1500000US170314301011,Block Group 1; Census Tract 4301.01; Cook County; Illinois,95300,7640
1500000US170314301012,Block Group 2; Census Tract 4301.01; Cook County; Illinois,-,**
1500000US170314301013,Block Group 3; Census Tract 4301.01; Cook County; Illinois,-,**
1500000US170314301014,Block Group 4; Census Tract 4301.01; Cook County; Illinois,181600,74980
1500000US170314301021,Block Group 1; Census Tract 4301.02; Cook County; Illinois,154000,62392
1500000US170314301022,Block Group 2; Census Tract 4301.02; Cook County; Illinois,134000,65720
1500000US170314301023,Block Group 3; Census Tract 4301.02; Cook County; Illinois,220100,24505
1500000US170314302001,Block Group 1; Census Tract 4302; Cook County; Illinois,815300,503997
1500000US170314302002,Block Group 2; Census Tract 4302; Cook County; Illinois,541000,153432
1500000US170314302003,Block Group 3; Census Tract 4302; Cook County; Illinois,-,**
1500000US170314302004,Block Group 4; Census Tract 4302; Cook County; Illinois,-,**
1500000US170314302005,Block Group 5; Census Tract 4302; Cook County; Illinois,-,**
1500000US170314303001,Block Group 1; Census Tract 4303; Cook County; Illinois,280000,234939
1500000US170314303002,Block Group 2; Census Tract 4303; Cook County; Illinois,218000,17915
1500000US170314303003,Block Group 3; Census Tract 4303; Cook County; Illinois,576900,541700
1500000US170314304001,Block Group 1; Census Tract 4304; Cook County; Illinois,-,**
1500000US170314304002,Block Group 2; Census Tract 4304; Cook County; Illinois,217600,164157
1500000US170314304003,Block Group 3; Census Tract 4304; Cook County; Illinois,270000,18795
1500000US170314304004,Block Group 4; Census Tract 4304; Cook County; Illinois,190700,4802
1500000US170314305001,Block Group 1; Census Tract 4305; Cook County; Illinois,-,**
1500000US170314305002,Block Group 2; Census Tract 4305; Cook County; Illinois,-,**
1500000US170314305003,Block Group 3; Census Tract 4305; Cook County; Illinois,263600,84760
1500000US170314306001,Block Group 1; Census Tract 4306; Cook County; Illinois,309900,45567
1500000US170314306002,Block Group 2; Census Tract 4306; Cook County; Illinois,293800,151574
1500000US170314307001,Block Group 1; Census Tract 4307; Cook County; Illinois,218800,13785
1500000US170314307002,Block Group 2; Census Tract 4307; Cook County; Illinois,-,**
1500000US170314308001,Block Group 1; Census Tract 4308; Cook County; Illinois,267700,99432
1500000US170314308002,Block Group 2; Census Tract 4308; Cook County; Illinois,230300,57081
1500000US170314309001,Block Group 1; Census Tract 4309; Cook County; Illinois,171600,70931
1500000US170314309002,Block Group 2; Census Tract 4309; Cook County; Illinois,183900,39607
1500000US170314312001,Block Group 1; Census Tract 4312; Cook County; Illinois,257100,53605
1500000US170314312002,Block Group 2; Census Tract 4312; Cook County; Illinois,241000,45229
1500000US170314313011,Block Group 1; Census Tract 4313.01; Cook County; Illinois,-,**
1500000US170314313012,Block Group 2; Census Tract 4313.01; Cook County; Illinois,-,**
1500000US170314313013,Block Group 3; Census Tract 4313.01; Cook County; Illinois,-,**
1500000US170314313021,Block Group 1; Census Tract 4313.02; Cook County; Illinois,-,**
1500000US170314313022,Block Group 2; Census Tract 4313.02; Cook County; Illinois,-,**
1500000US170314313023,Block Group 3; Census Tract 4313.02; Cook County; Illinois,-,**
1500000US170314314001,Block Group 1; Census Tract 4314; Cook County; Illinois,33100,19062
1500000US170314314002,Block Group 2; Census Tract 4314; Cook County; Illinois,-,**
1500000US170314314003,Block Group 3; Census Tract 4314; Cook County; Illinois,60800,25921
1500000US170314314004,Block Group 4; Census Tract 4314; Cook County; Illinois,181300,143509
1500000US170314401011,Block Group 1; Census Tract 4401.01; Cook County; Illinois,-,**
1500000US170314401012,Block Group 2; Census Tract 4401.01; Cook County; Illinois,-,**
1500000US170314401013,Block Group 3; Census Tract 4401.01; Cook County; Illinois,-,**
1500000US170314401014,Block Group 4; Census Tract 4401.01; Cook County; Illinois,118000,55832
1500000US170314401021,Block Group 1; Census Tract 4401.02; Cook County; Illinois,41700,36636
1500000US170314401022,Block Group 2; Census Tract 4401.02; Cook County; Illinois,258100,45273
1500000US170314401023,Block Group 3; Census Tract 4401.02; Cook County; Illinois,181300,88995
1500000US170314401024,Block Group 4; Census Tract 4401.02; Cook County; Illinois,-,**
1500000US170314402011,Block Group 1; Census Tract 4402.01; Cook County; Illinois,286100,129672
1500000US170314402012,Block Group 2; Census Tract 4402.01; Cook County; Illinois,227200,19584
1500000US170314402013,Block Group 3; Census Tract 4402.01; Cook County; Illinois,-,**
1500000US170314402014,Block Group 4; Census Tract 4402.01; Cook County; Illinois,-,**
1500000US170314402021,Block Group 1; Census Tract 4402.02; Cook County; Illinois,273700,20827
1500000US170314402022,Block Group 2; Census Tract 4402.02; Cook County; Illinois,-,**
1500000US170314402023,Block Group 3; Census Tract 4402.02; Cook County; Illinois,234600,32040
1500000US170314403001,Block Group 1; Census Tract 4403; Cook County; Illinois,203300,29521
1500000US170314403002,Block Group 2; Census Tract 4403; Cook County; Illinois,224500,22515
1500000US170314403003,Block Group 3; Census Tract 4403; Cook County; Illinois,347100,196038
1500000US170314403004,Block Group 4; Census Tract 4403; Cook County; Illinois,307100,41604
1500000US170314403005,Block Group 5; Census Tract 4403; Cook County; Illinois,194300,32807
1500000US170314406001,Block Group 1; Census Tract 4406; Cook County; Illinois,142400,29880
1500000US170314406002,Block Group 2; Census Tract 4406; Cook County; Illinois,194900,73398
1500000US170314407001,Block Group 1; Census Tract 4407; Cook County; Illinois,235300,49326
1500000US170314407002,Block Group 2; Census Tract 4407; Cook County; Illinois,-,**
1500000US170314408001,Block Group 1; Census Tract 4408; Cook County; Illinois,139000,36195
1500000US170314408002,Block Group 2; Census Tract 4408; Cook County; Illinois,122300,50229
1500000US170314409001,Block Group 1; Census Tract 4409; Cook County; Illinois,223600,56530
1500000US170314409002,Block Group 2; Census Tract 4409; Cook County; Illinois,-,**
1500000US170314409003,Block Group 3; Census Tract 4409; Cook County; Illinois,215200,21122
1500000US170314503001,Block Group 1; Census Tract 4503; Cook County; Illinois,194900,76655
1500000US170314503002,Block Group 2; Census Tract 4503; Cook County; Illinois,119500,87289
